inchi,PC1,PC2,PC3,PC4,PC5,PC6,PC7,PC8,PC9,PC10,PC11,PC12,PC13,PC14,PC15,PC16,PC17,PC18,PC19,PC20,PC21,PC22,PC23,PC24,PC25,PC26,PC27,PC28,PC29,PC30,PC31,PC32,PC33,PC34,PC35,PC36,PC37,PC38,PC39,PC40,PC41,PC42,PC43,PC44,PC45,PC46,PC47,PC48,PC49,PC50,PC51,PC52,PC53,PC54,PC55,PC56,PC57,PC58,PC59,PC60,PC61,PC62,PC63,PC64,PC65,PC66,PC67,PC68,PC69,PC70,PC71,PC72,PC73,PC74,PC75,PC76,PC77,PC78,PC79,PC80,PC81,PC82,PC83,PC84,PC85,PC86,PC87,PC88,PC89,PC90,PC91,PC92,PC93,PC94,PC95,PC96,PC97,PC98,PC99,PC100,PC101,PC102,PC103,PC104,PC105,PC106,PC107,PC108,PC109,PC110,PC111,PC112,PC113,PC114,PC115,PC116,PC117,PC118,PC119,PC120,PC121,PC122,PC123,PC124,PC125,PC126,PC127,PC128,PC129,PC130,PC131,PC132,PC133,PC134,PC135,PC136,PC137,PC138,PC139,PC140,PC141,PC142,PC143,PC144,PC145,PC146,PC147,PC148,PC149,PC150,PC151,PC152,PC153,PC154,PC155,PC156,PC157,PC158,PC159,PC160,PC161,PC162,PC163,PC164,PC165,PC166
"InChI=1S/C10H16N2O4/c1-5(2)3-6-9(15)12-7(4-8(13)14)10(16)11-6/h5-7H,3-4H2,1-2H3,(H,11,16)(H,12,15)(H,13,14)",1.129829712,1.125659841,1.354407104,1.083550918,1.461850465,1.539701328,1.576128587,1.096257082,1.165614299,1.385154258,1.059280418,1.134888981,1.137664079,1.412145443,1.378818195,1.193678876,1.109511608,1.345708535,1.460062703,1.27195092,1.3958586,1.403153097,1.24212209,1.213552675,1.291805402,1.311613507,1.077332735,1.388077356,1.520171573,1.237288254,1.235830036,1.264658873,1.18453301,1.347835702,1.293617326,1.320254694,1.30434228,1.2302625,1.260901394,1.252429985,1.336419247,1.235979546,1.359068937,1.246587407,1.184342099,1.343529728,1.237931495,1.346836387,1.261150388,1.320555476,1.384005344,1.2789397,1.401697238,1.235740412,1.322694003,1.287054898,1.313685511,1.316602585,1.339014147,1.282361221,1.293371391,1.215546265,1.224423507,1.269497297,1.2085141,1.198164152,1.290307017,1.324926146,1.285428917,1.27339055,1.265328132,1.252118606,1.327469515,1.271419593,1.29223339,1.31661918,1.283854545,1.299026883,1.306021368,1.285717592,1.32796803,1.285259823,1.282341825,1.288415427,1.300141798,1.302182147,1.285219781,1.304092298,1.277958967,1.301742996,1.32561682,1.289512146,1.290654282,1.290744173,1.290365062,1.288451893,1.304510017,1.29470129,1.309490041,1.306118029,1.315868508,1.280334133,1.285835239,1.308856987,1.293845841,1.291591217,1.291751696,1.300753125,1.304441347,1.299089362,1.292529137,1.304452772,1.307768627,1.300252415,1.314131878,1.277321757,1.291074594,1.30143046,1.292598088,1.29483089,1.297540909,1.299503527,1.294550971,1.297424608,1.29703584,1.291985728,1.294189923,1.294333938,1.296413816,1.295906207,1.294841407,1.295575553,1.295683439,1.295504862,1.295504862,1.295504862,1.295504862,1.295504862,1.295504862,1.295504862,1.295504862,1.295504862,1.295504862,1.295504862,1.295504862,1.295504862,1.295504862,1.295504862,1.295504862,1.295504862,1.295504862,1.295504862,1.295504862,1.295504862,1.295504862,1.295504862,1.295504862,1.295504862,1.295504862,1.295504862,1.295504862,1.295504862,1.295504862,1.295504862,1.295504862,1.295504862
"InChI=1S/C11H18N2O4/c1-3-6(2)9-11(17)12-7(10(16)13-9)4-5-8(14)15/h6-7,9H,3-5H2,1-2H3,(H,12,17)(H,13,16)(H,14,15)",1.14611952,1.074789012,1.334214187,1.137992266,1.436765464,1.615594814,1.548232381,1.10800576,1.137944003,1.389292418,1.220917228,1.145839329,1.131536804,1.452159664,1.371804453,1.173415396,1.132396714,1.370683705,1.433104773,1.291240908,1.330762646,1.435660893,1.197535408,1.268783934,1.391160178,1.313370612,1.060435593,1.419857586,1.462438464,1.309404235,1.183198678,1.418638055,1.209963229,1.288574707,1.430811485,1.255979663,1.378338365,1.241084411,1.339884228,1.225740423,1.292301004,1.263548517,1.285143987,1.239579321,1.259136542,1.373315072,1.337361568,1.355889556,1.227606865,1.224325162,1.338418072,1.258121035,1.368737826,1.243299673,1.328599057,1.330517041,1.337276333,1.366616091,1.302140704,1.319106042,1.313432451,1.22327514,1.231598129,1.309543807,1.27410216,1.226067882,1.279888779,1.327130616,1.341126703,1.273778008,1.232444203,1.282065706,1.346494749,1.30898072,1.294478976,1.326064519,1.288428804,1.29466935,1.307577468,1.284247762,1.304001939,1.316312441,1.294814263,1.288823919,1.299681699,1.314996428,1.280753197,1.278314772,1.274863213,1.290895459,1.327432495,1.294341259,1.290158917,1.297636716,1.291129753,1.302620742,1.294905658,1.299728174,1.307207534,1.300116495,1.310656498,1.284110166,1.27618515,1.298088169,1.292615051,1.29169532,1.288994649,1.300476301,1.29220394,1.29567333,1.297451892,1.28986476,1.303706062,1.298806149,1.313097915,1.290292294,1.299043721,1.30144726,1.292721037,1.296532073,1.293796179,1.298099165,1.296338041,1.296683602,1.296722952,1.293785093,1.295335071,1.293680694,1.296411997,1.295405315,1.294547564,1.295347978,1.295575916,1.295504862,1.295504862,1.295504862,1.295504862,1.295504862,1.295504862,1.295504862,1.295504862,1.295504862,1.295504862,1.295504862,1.295504862,1.295504862,1.295504862,1.295504862,1.295504862,1.295504862,1.295504862,1.295504862,1.295504862,1.295504862,1.295504862,1.295504862,1.295504862,1.295504862,1.295504862,1.295504862,1.295504862,1.295504862,1.295504862,1.295504862,1.295504862,1.295504862
"InChI=1S/C10H16N2O4/c1-5(2)8-10(16)11-6(9(15)12-8)3-4-7(13)14/h5-6,8H,3-4H2,1-2H3,(H,11,16)(H,12,15)(H,13,14)",1.138566068,1.075605115,1.344404089,1.116307038,1.401661993,1.542358216,1.56241324,1.132318031,1.16099863,1.372869912,1.066754487,1.143546366,1.147995773,1.403432635,1.388107334,1.214606092,1.133457033,1.321145603,1.455213941,1.278171305,1.380185201,1.429689438,1.262455766,1.216121573,1.28512962,1.259553125,1.076882085,1.345587111,1.544405366,1.235363588,1.25561439,1.286027031,1.185835934,1.308288266,1.296704847,1.286991665,1.299418535,1.285566257,1.350337363,1.26564881,1.275892147,1.315933523,1.261381064,1.287464512,1.259538916,1.336664548,1.345883902,1.383707504,1.182369123,1.239919813,1.344890701,1.294676083,1.382445765,1.251874773,1.3015077,1.355216453,1.332302829,1.371372883,1.27712428,1.326131485,1.306571914,1.240444623,1.221971036,1.293914912,1.231427458,1.225243087,1.298252922,1.354698113,1.309422827,1.274910457,1.244471251,1.251714017,1.324637905,1.303551512,1.286996633,1.323108498,1.272336394,1.306088292,1.309554848,1.28969814,1.303474578,1.312338247,1.294910042,1.295644624,1.314336644,1.307725603,1.278219214,1.274589224,1.27969827,1.29011245,1.330685385,1.275098024,1.289248027,1.29849612,1.292713945,1.29246649,1.301668868,1.297322454,1.303117672,1.299774863,1.322651865,1.288998431,1.283879876,1.304122576,1.291250667,1.29170884,1.2979852,1.298680857,1.294079224,1.292049054,1.298389775,1.290574995,1.303012717,1.30252492,1.314138765,1.288289111,1.294909206,1.297410238,1.293521481,1.29653936,1.297240666,1.298088518,1.296049586,1.296953659,1.296802607,1.29309238,1.294664972,1.293730623,1.296656904,1.296062535,1.294875927,1.295378109,1.295707704,1.295504862,1.295504862,1.295504862,1.295504862,1.295504862,1.295504862,1.295504862,1.295504862,1.295504862,1.295504862,1.295504862,1.295504862,1.295504862,1.295504862,1.295504862,1.295504862,1.295504862,1.295504862,1.295504862,1.295504862,1.295504862,1.295504862,1.295504862,1.295504862,1.295504862,1.295504862,1.295504862,1.295504862,1.295504862,1.295504862,1.295504862,1.295504862,1.295504862
"InChI=1S/C14H18N2O2/c1-9(2)12-14(18)15-11(13(17)16-12)8-10-6-4-3-5-7-10/h3-7,9,11-12H,8H2,1-2H3,(H,15,18)(H,16,17)",1.067217818,0.91238942,1.420019857,1.058956734,1.344834662,1.287415956,1.356574749,1.180429847,1.356331547,1.384624919,1.065657266,1.040017086,1.126107467,1.397785498,1.300490086,1.121361208,1.110603789,1.370352589,1.453770114,1.188158028,1.361578861,1.455873108,1.222607516,1.192360846,1.234534238,1.265072308,1.07705727,1.292432766,1.514035447,1.314804282,1.26510971,1.276221093,1.176620528,1.317933279,1.338592529,1.291660703,1.256095144,1.262682466,1.344235123,1.271104476,1.28506114,1.315673371,1.297542874,1.278184585,1.292653831,1.375267515,1.348417934,1.376399526,1.176333545,1.261528531,1.334589649,1.325690302,1.350721859,1.279399418,1.310797197,1.386365967,1.320459069,1.335632376,1.304149217,1.323986798,1.294042859,1.26368421,1.202939267,1.251959776,1.233178875,1.237398951,1.284870279,1.34663403,1.299989,1.292420781,1.270089605,1.255015189,1.34520785,1.300253306,1.277104706,1.331081252,1.257886705,1.302126038,1.300827041,1.274741775,1.29197497,1.291180607,1.291544206,1.302686379,1.307737257,1.294077551,1.268078507,1.273874027,1.267244572,1.287876455,1.342147593,1.280849787,1.293735522,1.303160198,1.294929147,1.301169847,1.303791057,1.297554739,1.307549445,1.298381752,1.321921368,1.275258816,1.279199357,1.300240705,1.299896491,1.29454983,1.299469271,1.304204054,1.296962214,1.292607077,1.296057104,1.296936814,1.308570374,1.299740324,1.31700085,1.284761081,1.299170116,1.302275519,1.295979447,1.293033177,1.298392507,1.297535194,1.289569196,1.29620877,1.29712787,1.292848953,1.294516163,1.294046066,1.296693255,1.296242648,1.295323817,1.295308592,1.29589227,1.295504862,1.295504862,1.295504862,1.295504862,1.295504862,1.295504862,1.295504862,1.295504862,1.295504862,1.295504862,1.295504862,1.295504862,1.295504862,1.295504862,1.295504862,1.295504862,1.295504862,1.295504862,1.295504862,1.295504862,1.295504862,1.295504862,1.295504862,1.295504862,1.295504862,1.295504862,1.295504862,1.295504862,1.295504862,1.295504862,1.295504862,1.295504862,1.295504862
"InChI=1S/C10H18N2O5/c1-5(2)8(10(16)17)12-9(15)6(11)3-4-7(13)14/h5-6,8H,3-4,11H2,1-2H3,(H,12,15)(H,13,14)(H,16,17)",0.996643971,1.128528492,1.079753884,1.315885916,1.357446617,1.773263582,1.783739185,1.128986578,1.168130987,1.498559681,1.010573633,1.380686886,1.522665337,1.114431862,1.300038534,1.180395806,1.22756165,1.302261855,1.428162044,1.290182288,1.405312716,1.328094914,1.329417831,1.262167001,1.219301872,1.350042263,1.350104101,1.365991204,1.357628748,1.248241569,1.339113325,1.266547777,1.287133041,1.332850176,1.236416862,1.273795059,1.266079787,1.336663518,1.399954735,1.345941993,1.293016737,1.313318071,1.256861655,1.256431832,1.294164068,1.253767799,1.331502445,1.289178343,1.275809782,1.261031175,1.28636493,1.297538478,1.278126836,1.291367542,1.291656837,1.30852511,1.298942656,1.341069694,1.2215344,1.274227664,1.299622005,1.278018691,1.283901499,1.300900456,1.23509803,1.310071921,1.331812598,1.343806791,1.280970409,1.297357725,1.30112577,1.264077194,1.300120474,1.317691528,1.297093304,1.292064889,1.292319245,1.304672235,1.305438678,1.29543516,1.298588487,1.320270594,1.312177136,1.313234013,1.286759476,1.301503864,1.293095876,1.28315754,1.306468296,1.300766521,1.29401411,1.293497796,1.279922411,1.290377509,1.293409674,1.269345203,1.293246118,1.287247068,1.289520896,1.299743913,1.304290248,1.30528382,1.302631186,1.28721627,1.285761874,1.295392218,1.299560405,1.28162127,1.285630741,1.290840284,1.295759144,1.287805787,1.292586898,1.294707067,1.290910325,1.298901399,1.291683647,1.286019004,1.296657865,1.29810571,1.29518712,1.294161612,1.301260724,1.29621936,1.294384219,1.296263099,1.296273313,1.295189323,1.295871659,1.295866854,1.295782481,1.295484007,1.295808925,1.295504862,1.295504862,1.295504862,1.295504862,1.295504862,1.295504862,1.295504862,1.295504862,1.295504862,1.295504862,1.295504862,1.295504862,1.295504862,1.295504862,1.295504862,1.295504862,1.295504862,1.295504862,1.295504862,1.295504862,1.295504862,1.295504862,1.295504862,1.295504862,1.295504862,1.295504862,1.295504862,1.295504862,1.295504862,1.295504862,1.295504862,1.295504862,1.295504862
"InChI=1S/C11H18N2O4/c1-3-6(2)9(11(16)17)13-10(15)7-4-5-8(14)12-7/h6-7,9H,3-5H2,1-2H3,(H,12,14)(H,13,15)(H,16,17)",0.979091927,1.05104448,1.249549568,1.18911199,1.435525648,1.67973382,1.580298083,1.04240433,1.163425989,1.455440552,1.151351921,1.123681527,1.153262691,1.461756438,1.415934669,1.149069271,1.243207768,1.315790522,1.429405275,1.300362542,1.28702721,1.474379483,1.300197114,1.266843146,1.428083883,1.40297412,1.188183615,1.297954713,1.284968934,1.385002915,1.121547448,1.351424621,1.201405526,1.267525674,1.393124415,1.312801556,1.311866092,1.239039836,1.363358221,1.241008549,1.25022817,1.146979291,1.244567344,1.254114091,1.293069286,1.31114042,1.30778019,1.332525733,1.31961582,1.278927978,1.323241617,1.246732842,1.319109339,1.264085314,1.359901989,1.307826662,1.369350594,1.33048094,1.319688513,1.325822955,1.280737885,1.244605624,1.284749576,1.290793441,1.30312477,1.250741997,1.287050812,1.299926895,1.274057885,1.277082893,1.292692861,1.306499468,1.31711562,1.286194089,1.307342995,1.326850788,1.317274504,1.279255096,1.2857963,1.287148131,1.281675424,1.34321425,1.305758543,1.313062633,1.252508778,1.285568664,1.27676363,1.267396035,1.283473213,1.287012503,1.306854904,1.321676929,1.294961561,1.297652325,1.270602399,1.2967605,1.307603865,1.278998762,1.306084433,1.325017441,1.28696391,1.298523822,1.28515231,1.307022449,1.298969748,1.298834088,1.30073475,1.296291825,1.287700076,1.274709439,1.287697049,1.285669699,1.296211592,1.294431412,1.28048214,1.308460253,1.297734318,1.284324701,1.294763543,1.295640758,1.29235521,1.293671206,1.295869638,1.294436805,1.294538239,1.295815679,1.296127515,1.29662914,1.294781055,1.295760629,1.295369622,1.294906554,1.295130898,1.295504862,1.295504862,1.295504862,1.295504862,1.295504862,1.295504862,1.295504862,1.295504862,1.295504862,1.295504862,1.295504862,1.295504862,1.295504862,1.295504862,1.295504862,1.295504862,1.295504862,1.295504862,1.295504862,1.295504862,1.295504862,1.295504862,1.295504862,1.295504862,1.295504862,1.295504862,1.295504862,1.295504862,1.295504862,1.295504862,1.295504862,1.295504862,1.295504862
"InChI=1S/C11H18N2O4/c1-6(2)5-8(11(16)17)13-10(15)7-3-4-9(14)12-7/h6-8H,3-5H2,1-2H3,(H,12,14)(H,13,15)(H,16,17)",0.978172006,1.111333758,1.239104696,1.131727455,1.494324732,1.657738864,1.615568074,1.0087244,1.235340101,1.445931941,0.995870209,1.102256409,1.187468216,1.424548461,1.455896759,1.149077666,1.229530866,1.28094779,1.464570215,1.303079315,1.371470444,1.459833375,1.33064746,1.230320399,1.390791319,1.352659636,1.1881797,1.245114247,1.364267853,1.301811678,1.107227231,1.200271646,1.16615108,1.270031316,1.25684577,1.395090782,1.297951884,1.229646599,1.31165631,1.226591179,1.262306225,1.134457105,1.270010175,1.225798292,1.248095085,1.29932596,1.252225709,1.321640068,1.330406792,1.348724624,1.342643409,1.281381137,1.315034868,1.264856745,1.350492397,1.265953782,1.335452519,1.299057004,1.371127435,1.317531199,1.239524238,1.210021978,1.295238974,1.270476576,1.239179255,1.245868011,1.301793741,1.334800164,1.230344307,1.274769396,1.313862431,1.254199716,1.289693562,1.268552208,1.305105034,1.321892377,1.304653566,1.277030926,1.28584757,1.294846593,1.302587773,1.338421037,1.309260875,1.32653319,1.269645524,1.277524078,1.29168658,1.275813114,1.287686705,1.293100042,1.301754935,1.306304049,1.290475161,1.296727799,1.282115768,1.277624921,1.317749871,1.280404496,1.299654521,1.323493035,1.291954318,1.298253235,1.295031987,1.313559558,1.294611949,1.30116692,1.303964438,1.296541619,1.296333041,1.277866408,1.28695182,1.296678383,1.297479023,1.297187588,1.285763412,1.29880619,1.295046525,1.284916408,1.29569129,1.294591778,1.297583333,1.295224596,1.29435258,1.295334075,1.295312136,1.294504921,1.294654375,1.297108448,1.294764659,1.296317307,1.295587389,1.295009499,1.295135567,1.295504862,1.295504862,1.295504862,1.295504862,1.295504862,1.295504862,1.295504862,1.295504862,1.295504862,1.295504862,1.295504862,1.295504862,1.295504862,1.295504862,1.295504862,1.295504862,1.295504862,1.295504862,1.295504862,1.295504862,1.295504862,1.295504862,1.295504862,1.295504862,1.295504862,1.295504862,1.295504862,1.295504862,1.295504862,1.295504862,1.295504862,1.295504862,1.295504862
"InChI=1S/C13H16N2O5/c14-9(6-8-4-2-1-3-5-8)12(18)15-10(13(19)20)7-11(16)17/h1-5,9-10H,6-7,14H2,(H,15,18)(H,16,17)(H,19,20)",1.066593717,1.012308799,1.163543426,1.383348539,1.266265597,1.773727943,1.688607501,0.991656775,1.160296568,1.423608255,1.118664502,1.405039585,1.609585721,1.171470136,1.33073123,1.17568392,1.160880484,1.305368445,1.37109447,1.336411128,1.320690707,1.30736303,1.209407508,1.238670115,1.182306979,1.339704943,1.32475215,1.349146556,1.29839851,1.322615926,1.364169916,1.343190084,1.300396755,1.389847141,1.275877522,1.294398559,1.210446298,1.275261755,1.331496035,1.375924995,1.362125664,1.248174344,1.319725877,1.252066962,1.320604962,1.261420847,1.269945779,1.298954423,1.349571787,1.346099757,1.348261572,1.29860964,1.27925819,1.32930818,1.316211483,1.303763058,1.284994142,1.283166036,1.248213654,1.290085837,1.303005921,1.281630682,1.239314476,1.266283491,1.244441243,1.265289932,1.298572202,1.255011898,1.288762519,1.341649123,1.314468492,1.326542208,1.332320084,1.284760689,1.306654727,1.298139744,1.285302842,1.290412746,1.296807891,1.280615532,1.290127476,1.269353557,1.30899921,1.314864779,1.276491874,1.282906776,1.298985264,1.30368391,1.298905946,1.30885639,1.307152059,1.312329163,1.292253028,1.280153187,1.2847222,1.271269306,1.297802025,1.288636129,1.293674383,1.298469264,1.302136004,1.286788181,1.303213451,1.285781453,1.294853194,1.295657165,1.290643283,1.284042169,1.294389545,1.301205368,1.288688397,1.296872728,1.300325884,1.288950881,1.292956739,1.287446048,1.29343307,1.296767406,1.298730936,1.294642008,1.296625681,1.293929862,1.293168055,1.29714144,1.295144064,1.293689368,1.295977206,1.295141921,1.295445136,1.296132809,1.296075313,1.295674603,1.295807122,1.295504862,1.295504862,1.295504862,1.295504862,1.295504862,1.295504862,1.295504862,1.295504862,1.295504862,1.295504862,1.295504862,1.295504862,1.295504862,1.295504862,1.295504862,1.295504862,1.295504862,1.295504862,1.295504862,1.295504862,1.295504862,1.295504862,1.295504862,1.295504862,1.295504862,1.295504862,1.295504862,1.295504862,1.295504862,1.295504862,1.295504862,1.295504862,1.295504862
"InChI=1S/C21H30O4/c1-19-8-5-14(23)11-13(19)3-4-15-16(19)6-9-20(2)17(15)7-10-21(20,25)18(24)12-22/h11,15-17,22,25H,3-10,12H2,1-2H3",1.408595331,1.250205248,0.769380922,1.188744121,2.087609543,1.369382539,1.022731037,1.154968947,1.28614019,1.125126066,1.315646797,1.424532962,1.469389131,1.462701469,1.349322294,1.352920107,1.328673343,1.170106556,1.072921951,1.318186006,1.195637476,1.064003829,1.192602905,1.325400991,1.292488508,1.175951994,1.301701056,1.243574703,1.256648352,1.269353697,1.372987677,1.246926956,1.380262631,1.162319934,1.496435826,1.42059527,1.283954838,1.228815699,1.386731569,1.269368847,1.239826322,1.249680753,1.193885989,1.317090161,1.182253268,1.322586054,1.345435219,1.256195792,1.275860443,1.320026471,1.253813812,1.273368448,1.282357981,1.235078218,1.236336432,1.357709245,1.262486179,1.248199364,1.285249416,1.32285616,1.274533678,1.29805759,1.229783189,1.275042191,1.267865721,1.261747071,1.329496525,1.299095709,1.248413648,1.286052372,1.255385553,1.255447952,1.301775782,1.283533891,1.285975945,1.296348827,1.294263335,1.326341443,1.25936209,1.322654789,1.289356892,1.326932672,1.306009008,1.303669795,1.227115446,1.287846478,1.258031184,1.34098386,1.276216956,1.324536407,1.272406793,1.354317027,1.310790208,1.302628633,1.33007612,1.308679798,1.298826505,1.312851217,1.304715934,1.255938996,1.29128781,1.275478194,1.312590034,1.295321308,1.316190903,1.290263336,1.300552335,1.297356295,1.307802268,1.299513657,1.289168589,1.267037942,1.305958575,1.298192523,1.297136928,1.287844677,1.305715527,1.305991012,1.293270309,1.299983358,1.293435797,1.297980107,1.302506922,1.291860667,1.295890299,1.295816886,1.294035899,1.296913722,1.295627955,1.295020328,1.295184941,1.29568391,1.295310403,1.295504862,1.295504862,1.295504862,1.295504862,1.295504862,1.295504862,1.295504862,1.295504862,1.295504862,1.295504862,1.295504862,1.295504862,1.295504862,1.295504862,1.295504862,1.295504862,1.295504862,1.295504862,1.295504862,1.295504862,1.295504862,1.295504862,1.295504862,1.295504862,1.295504862,1.295504862,1.295504862,1.295504862,1.295504862,1.295504862,1.295504862,1.295504862,1.295504862
"InChI=1S/C8H8N2O3/c11-7(12)5-10-8(13)6-2-1-3-9-4-6/h1-4H,5H2,(H,10,13)(H,11,12)",1.001961005,0.940211214,1.246037274,1.24580619,1.187917677,1.492237731,1.39303487,1.195043708,1.210579773,1.19649618,1.282459422,1.235778196,1.225894342,1.33282615,1.400358762,1.365384888,1.149816974,1.317636778,1.301914389,1.287969895,1.2901298,1.288767234,1.244748114,1.192945732,1.183583026,1.345965278,1.17518002,1.376584135,1.419497975,1.263282365,1.377172674,1.330980269,1.26954192,1.436452925,1.257614012,1.273575836,1.311127691,1.262651356,1.318039022,1.276943976,1.344117685,1.284626949,1.300843121,1.362488512,1.315869548,1.310986654,1.308645767,1.298871928,1.250335428,1.229145732,1.217895858,1.304673834,1.292111949,1.30941614,1.288578828,1.30791644,1.308001165,1.374180398,1.304729767,1.353312036,1.292511369,1.314192023,1.326352949,1.207924216,1.293265193,1.330039542,1.290496391,1.250787323,1.304048417,1.327174005,1.286444258,1.279413274,1.23030123,1.263500712,1.331740305,1.267693245,1.35656768,1.313999053,1.273350353,1.26566703,1.25246018,1.264147193,1.309705199,1.274898488,1.271100551,1.304261678,1.294286061,1.314817344,1.286318563,1.331969964,1.29159554,1.296015393,1.303409681,1.297772256,1.298018153,1.306812508,1.310363333,1.296892968,1.273450064,1.288109054,1.270530785,1.295039856,1.306531815,1.299840619,1.328296603,1.310893091,1.302473194,1.291330396,1.288678251,1.27427126,1.310361151,1.295473303,1.280208537,1.285398887,1.297913962,1.293766375,1.291560847,1.286583684,1.30918583,1.293424554,1.289355239,1.292850436,1.290368987,1.295165604,1.294020158,1.298825271,1.295602011,1.295706397,1.294455493,1.295505854,1.295794051,1.294474782,1.296173375,1.295504862,1.295504862,1.295504862,1.295504862,1.295504862,1.295504862,1.295504862,1.295504862,1.295504862,1.295504862,1.295504862,1.295504862,1.295504862,1.295504862,1.295504862,1.295504862,1.295504862,1.295504862,1.295504862,1.295504862,1.295504862,1.295504862,1.295504862,1.295504862,1.295504862,1.295504862,1.295504862,1.295504862,1.295504862,1.295504862,1.295504862,1.295504862,1.295504862
